Training on NVIDIA GeForce RTX 3090
Net has 36600 parameters
Round 1
generating trajectories
trajectories generated
Generated trajectories in 125.7 seconds
187399 examples
/home/sca63/.conda/envs/gcsl/lib/python3.9/site-packages/torch/nn/modules/conv.py:443: UserWarning: Using padding='same' with even kernel lengths and odd dilation may require a zero-padded copy of the input be created (Triggered internally at  ../aten/src/ATen/native/Convolution.cpp:680.)
  return F.conv2d(input, weight, bias, self.stride,
epoch: 0	train loss: 1.1844857931137085	acc: 0.303	(8.1s)
epoch: 1	train loss: 0.9730726480484009	acc: 0.396	(7.6s)
epoch: 2	train loss: 1.2022333145141602	acc: 0.418	(7.6s)
epoch: 3	train loss: 1.1155136823654175	acc: 0.436	(7.6s)
epoch: 4	train loss: 0.7434273958206177	acc: 0.453	(7.6s)
epoch: 5	train loss: 0.7777858376502991	acc: 0.467	(7.6s)
epoch: 6	train loss: 1.2675113677978516	acc: 0.483	(7.6s)
epoch: 7	train loss: 1.624626874923706	acc: 0.494	(7.6s)
epoch: 8	train loss: 0.8305126428604126	acc: 0.503	(7.7s)
epoch: 9	train loss: 0.8778203129768372	acc: 0.509	(7.7s)
epoch: 10	train loss: 1.190130591392517	acc: 0.516	(7.6s)
epoch: 11	train loss: 0.9801318049430847	acc: 0.523	(7.7s)
epoch: 12	train loss: 1.0967127084732056	acc: 0.528	(7.6s)
epoch: 13	train loss: 0.7707851529121399	acc: 0.534	(7.7s)
epoch: 14	train loss: 0.7640666365623474	acc: 0.540	(7.7s)
epoch: 15	train loss: 0.9813815951347351	acc: 0.545	(7.7s)
epoch: 16	train loss: 0.5798963904380798	acc: 0.549	(7.7s)
epoch: 17	train loss: 1.0425080060958862	acc: 0.554	(7.8s)
epoch: 18	train loss: 0.6677680611610413	acc: 0.562	(7.7s)
epoch: 19	train loss: 0.9426239728927612	acc: 0.566	(7.6s)
epoch: 20	train loss: 1.312511682510376	acc: 0.572	(7.7s)
epoch: 21	train loss: 1.1072276830673218	acc: 0.575	(7.7s)
epoch: 22	train loss: 1.15106201171875	acc: 0.577	(7.7s)
epoch: 23	train loss: 1.571382761001587	acc: 0.584	(7.7s)
epoch: 24	train loss: 1.3048120737075806	acc: 0.587	(7.7s)
epoch: 25	train loss: 1.0006893873214722	acc: 0.589	(7.7s)
epoch: 26	train loss: 0.7228248715400696	acc: 0.594	(7.7s)
epoch: 27	train loss: 0.6485548615455627	acc: 0.595	(7.7s)
epoch: 28	train loss: 0.5795882940292358	acc: 0.599	(7.7s)
epoch: 29	train loss: 0.8996933698654175	acc: 0.602	(7.7s)
epoch: 30	train loss: 1.1418317556381226	acc: 0.604	(7.7s)
epoch: 31	train loss: 1.0151787996292114	acc: 0.606	(7.7s)
epoch: 32	train loss: 1.0877208709716797	acc: 0.609	(7.7s)
epoch: 33	train loss: 0.6399966478347778	acc: 0.608	(7.7s)
epoch: 34	train loss: 1.0684336423873901	acc: 0.611	(7.8s)
epoch: 35	train loss: 0.493983656167984	acc: 0.614	(7.7s)
epoch: 36	train loss: 0.4887388050556183	acc: 0.615	(7.7s)
epoch: 37	train loss: 0.5062729120254517	acc: 0.618	(7.7s)
epoch: 38	train loss: 0.702046275138855	acc: 0.619	(7.7s)
epoch: 39	train loss: 0.9911063313484192	acc: 0.621	(7.7s)
epoch: 40	train loss: 0.7167008519172668	acc: 0.622	(7.7s)
epoch: 41	train loss: 0.4940861165523529	acc: 0.625	(7.7s)
epoch: 42	train loss: 0.7204051613807678	acc: 0.626	(7.8s)
epoch: 43	train loss: 0.5037088990211487	acc: 0.627	(7.7s)
epoch: 44	train loss: 0.41777119040489197	acc: 0.629	(7.7s)
epoch: 45	train loss: 0.7974967956542969	acc: 0.630	(7.7s)
epoch: 46	train loss: 0.423966646194458	acc: 0.632	(7.7s)
epoch: 47	train loss: 0.9265448451042175	acc: 0.635	(7.7s)
epoch: 48	train loss: 0.9606679081916809	acc: 0.635	(7.7s)
epoch: 49	train loss: 0.5683993101119995	acc: 0.638	(7.7s)
epoch: 50	train loss: 0.7137718200683594	acc: 0.639	(7.7s)
epoch: 51	train loss: 0.6047319769859314	acc: 0.641	(7.7s)
epoch: 52	train loss: 0.6868500113487244	acc: 0.644	(7.7s)
epoch: 53	train loss: 0.9420076608657837	acc: 0.645	(7.7s)
epoch: 54	train loss: 0.777188241481781	acc: 0.645	(7.7s)
epoch: 55	train loss: 0.7070155739784241	acc: 0.648	(7.7s)
epoch: 56	train loss: 0.4866349995136261	acc: 0.648	(7.7s)
epoch: 57	train loss: 0.9997343420982361	acc: 0.650	(7.7s)
epoch: 58	train loss: 0.7075806856155396	acc: 0.650	(7.7s)
epoch: 59	train loss: 1.7319471836090088	acc: 0.653	(7.7s)
epoch: 60	train loss: 1.0237367153167725	acc: 0.652	(7.7s)
epoch: 61	train loss: 0.9332317113876343	acc: 0.655	(7.7s)
epoch: 62	train loss: 0.5450218319892883	acc: 0.655	(7.7s)
epoch: 63	train loss: 0.5269160270690918	acc: 0.658	(7.7s)
epoch: 64	train loss: 0.6471787691116333	acc: 0.658	(7.7s)
epoch: 65	train loss: 0.38731351494789124	acc: 0.659	(7.7s)
epoch: 66	train loss: 0.8227412104606628	acc: 0.660	(7.7s)
epoch: 67	train loss: 0.5750045776367188	acc: 0.661	(7.8s)
epoch: 68	train loss: 0.8921847939491272	acc: 0.663	(7.7s)
epoch: 69	train loss: 0.9195004105567932	acc: 0.664	(7.7s)
epoch: 70	train loss: 0.6839448809623718	acc: 0.664	(7.7s)
epoch: 71	train loss: 1.086942434310913	acc: 0.665	(7.7s)
epoch: 72	train loss: 1.2829349040985107	acc: 0.666	(7.7s)
epoch: 73	train loss: 0.5499324202537537	acc: 0.667	(7.7s)
epoch: 74	train loss: 0.4897020161151886	acc: 0.668	(7.7s)
epoch: 75	train loss: 0.6657333374023438	acc: 0.669	(7.7s)
epoch: 76	train loss: 0.7596206665039062	acc: 0.670	(7.7s)
epoch: 77	train loss: 0.6139501333236694	acc: 0.671	(7.7s)
epoch: 78	train loss: 1.043108582496643	acc: 0.674	(7.7s)
